content,score,,,,,,
WhatsApp ktl aku berjualan ada pelanggan beli dan chat..bedai spam dan orb berjualan miris Lo malas gua download lagu mau hapus aja,1,,,,,,
"s,i.k mm. T TT TT ju Joo 7",2,,,,,,
Sangat baik,5,,,,,,
Mantap,5,,,,,,
Update terus banyak yang gk penting apk semakin lemot kacau lebih bagus versi pertama gk ada SIARANA yg gk guna. Makin lemot,1,,,,,,
"Apl whatsapp ini sangat bagus dan baik , Tapi sayang kenapa slalu spam terus",5,,,,,,
Mntap,5,,,,,,
Ini bagus tapi kehapus jadinya ya gitu kdndnkdnf😭,4,,,,,,
udah di update tapi kok ngga ada like nya terus update 3 kali kayak eror aja gitu,1,,,,,,
Ok,5,,,,,,
Bgus,4,,,,,,
Whatsapp sering terblokir,1,,,,,,
WhatsApp selalu erol,5,,,,,,
Mantap😁😁,5,,,,,,
Tolong perbaiki Bug,5,,,,,,
Sangat bagus,5,,,,,,
Kanyut,5,,,,,,
Sa ma nsysdjxu soal buah aja Allah adalah alasan-alasannya ya siapa-siapanya Jakarta-Papua kg soal-soalnya spalletti siap-siap,4,,,,,,
Suka ajah,5,,,,,,
"Mending tetap fitur sebelumnya, di upgrade malah jadi ruwet 😓",2,,,,,,
bagus,5,,,,,,
WhatsApp memang sangat membantu kami.,5,,,,,,
ok,5,,,,,,
Waduh lama lama whatsapp gajelas cuman spam p dua kali sung kena blok WA sekarang kacauu,1,,,,,,
mumpuni,5,,,,,,
whatsaap sangat membantu,5,,,,,,
Males bukanya jadi 3 aja soalnya gaada Cewe yg bales cetgua,3,,,,,,
Bagusss bgt,5,,,,,,
"Udh bagus , tp jangn yg dirubah status sama yg lainnya dong . Banyakin tema , masa udh bbrapa tahun whatsap ga ada bikin tema² gitu",5,,,,,,
lusyu,5,,,,,,
baik,5,,,,,,
Oke,5,,,,,,
WhatsAppnya seru banget bisa ngomong sama temen dari komunikasi yang kita lagi mager,5,,,,,,
Cukup bagus untuk sarana komunikasi tapi kenapa watsap saya hari ini hilang semua,5,,,,,,
ok,5,,,,,,
Saya menggunakan whatsap tp selalu di blokir entah knph pdhl saya sudah mengikuti aturannya mohon di perbaiki LG donk apk WhatsAppnya,2,,,,,,
"banyak fitur barunyaa ttpi tdk lgnsng mndptkan fitur trbaru ,harus update dulu",5,,,,,,
Bagus banget gem nya,5,,,,,,
Ok bgus,5,,,,,,
Apk ga jelas ga ada aktivitas spam tapi di blokir karena aktivitas spam.,1,,,,,,
Assalamualaikum,5,,,,,,
Sagat bagus,5,,,,,,
Bgus,5,,,,,,
Sangat Bagus,5,,,,,,
oke aplikasi nya agak mendingan,5,,,,,,
"ga ngapa-ngapain malah tiba"" ke blok? mau chat tan jadi gabisa udh 4 jam tpi ga kebuka"" bingung ini mau di gimanain👎",1,,,,,,
"Setelah update liat status teman jd acak""an tidak terupdate",3,,,,,,
"Seluruh history chat saya hilang tiba2,salahnya saya tidak sempat cadangkan",1,,,,,,
Info untuk WhatsApp kenapa sering terjadi pemblokiran spam tiba-tiba keluar sendiri,5,,,,,,
Sangat membantu saya terimakasih WhatsApp,5,,,,,,
Maap bintang 4 soal nya Whatsapp ku nge bug fitur nya Masih sama 🗿😭,4,,,,,,
Oke,5,,,,,,
Ada bug sedikit,4,,,,,,
👍👍👍👍👍👍,5,,,,,,
Semoga ada efek pas vc seperti di Instagram,5,,,,,,
Sangat baik,5,,,,,,
👉🏻👈🏻🗿,5,,,,,,
Tidak bisa rekam suara,5,,,,,,
Mantap,5,,,,,,
Sangat Bagus,5,,,,,,
Tak bisa verifikasi no telepon,1,,,,,,
Wahhhhh,5,,,,,,
I like,5,,,,,,
"Skrng kalo telponan sambil main game mati sendiri telpon nya,tolong segera di perbaiki",2,,,,,,
Bagus tpi selalu bikin no saya di spam,1,,,,,,
"aplikasi apa ini!?, aku chat nomor seseorang padahal online, tapi centang itam apk sampah",3,,,,,,
9 tahun pakai whatsap baru kali ini pindah ke hp baru malah pada hilang datanya. Padahal udah dicadangkan tiap bulan cokk jancoookkkk,1,,,,,,
Apk WA sekarang makin kga jelas tolong perbaiki pas vc dan nelpon sering kga bisa,3,,,,,,
Aplikasi mesesenger bagus saya suka,3,,,,,,
Mntap dikit2 ke spam🤭,5,,,,,,
Bagus,4,,,,,,
Aktif kan,5,,,,,,
Ok,5,,,,,,
Ok,5,,,,,,
Kepiting capit² oeeee,5,,,,,,
Ok,5,,,,,,
Wah bagus whatsApp messenger itu,5,,,,,,
"Kenapa fitur yang buat ngecilin/ngebesarin text di story kaya di IG ilang, padahal bagus tau. Sebelum update padahal ada😔",5,,,,,,
Good,5,,,,,,
meMbantu,3,,,,,,
Jajasasmita,1,,,,,,
Di tes dulu,1,,,,,,
Top,5,,,,,,
semoga bermanfaat,5,,,,,,
whatsap aku knpa gabisa liat SW orang padahal jaringannya bagus tapi tetep loading terus cape dari tadi nangis Mulu knp ini gabisa liat SW orr muter terus padahal jaringannya bagus banget,2,,,,,,
ok,5,,,,,,
Apl Nya bagus banget 👍👍👍👍,5,,,,,,
BUG 👎👎👎,1,,,,,,
"Saya kasih bintang 1 karena setiap saya menggunakan WhatsApp pasti akan terkena spam, itu merugikan saya, karena Disana banyak data² penting, SAYA TIDAK PERNAH NYEPAM ORANG,ATAU DISEPAM ORANG TIDAK PERNAH SAMA SEKALI, APA YANG SALAH SAMA SAYA? BARU BUKA WHATSAPP KENA SPAM MULU,GUA KECEWA DEH SAMA ADMIN WHATSAPP",1,,,,,,
Good job 👍👍,5,,,,,,
sangat bagus aplikasinya,5,,,,,,
mantap suka aku,5,,,,,,
"Gagal terus saat upload story, dan kirim foto/video juga sama gagal, cuma muter2 loading doang padahal sinyal bagus",1,,,,,,
Bagus jga,4,,,,,,
Pak tolong dong wa saya jangan kena spam terus saya kan kerjanya nganter paket jadi sangan penting buat ngehubungi kastamer kalo bentar bentar kena spam saya ga bisa kerja,1,,,,,,
Kenapa wa sudh update persi terbaru muncul iklan trs makin kesini wa makin. Aneh ajha,3,,,,,,
Watasaf,5,,,,,,
👍🏻,5,,,,,,
Good,5,,,,,,
Sangat membantu,4,,,,,,
Good,5,,,,,,
Bagus,5,,,,,,
Sangat baik gugel,5,,,,,,
Tombak,5,,,,,,
"gua ga ngerti ini sama wa,, ada ada sebab ga ada angin, no wa gua di blokir, dalam hitungan 1 x 24 jam wa gua udah 4x di blokir, di buka siang sore di blokir lagi,di buka sore kemarin malem nya di blokir lagi,, makin lama makin ngeselin,, mending pindah ke telelah klo gini terus mah",2,,,,,,
Cara biar ada like nya saat melihat story teman,3,,,,,,
"knp wa aku g bisa like story org, hikss",2,,,,,,
sanggt bagus,5,,,,,,
Mohon aktivkan,5,,,,,,
"great..please insert option to change theme, they are like change colour bubbles, header colour, font colour.",5,,,,,,
Senang sekali,5,,,,,,
"stlh updte mkin kren bisa like sttus wa lgi smg k dpnny mkin updte,bisa live jg",5,,,,,,
baguss,5,,,,,,
Baik,5,,,,,,
sudah aku update tapi ga ada fitur yang berubah.,1,,,,,,
Teeima kasih sudah banyak.membantu,5,,,,,,
Puas,5,,,,,,
berfungsi dengan baik..,5,,,,,,
whatsapp saya kok belum muncul fitur likenya ya..kenapa?,5,,,,,,
"Bagus,bagus banget 😍",5,,,,,,
Tolong buka akun saya Jangan maen blokir/spam aja . Karena saya tidak merasa melakukan kesalahan,1,,,,,,
Mengilisasi ini fitur ap ya? Bkin chat sy hilang smua,1,,,,,,
kenapaa ya wa punya saya kok gabisa like story wa orang lain yaa,5,,,,,,
Ok,3,,,,,,
Tidak ada perubahan.... Padahal sudah di Update.,5,,,,,,
Kog semakin kesini semakin Parah ya WA. Gak Tahu apa2 di Spam aja Tiba2 Selama +/- 8 Jam.. Dan yg ke 2 kali nya jg Sore ini Hbs Pulih WA nya Tiba2 di Spam lagi Padahal Cuma Bls WA Doank udh di Spam lagi.. Ini Knapa??? Tolong Perbaiki Sistem WA nya ya.. Tks,2,,,,,,
Sangat membatu komunikasi dengan klg,5,,,,,,
ok,5,,,,,,
coba aja main wa ga pake paket pasti nenek² juga mainan wa,5,,,,,,
Bagusz iyee tpii ngga bisa bikin story padahal memo gwe ngga penuh and sinyal gwe bagus tuh gimana ya cepet perbaiki jgaa bayyy,3,,,,,,
naha baturan abi mah dibere demo,1,,,,,,
UU no,4,,,,,,
Sangat membatu dan tingkat kan lg fitur fitur dan jaringan yang kuat,5,,,,,,
Terlalu sensitif Saya merasa updetan untuk yg kali ini agak merugikan para pembisnis Karena tiba tiba di banned wa saya Tanpa alasan dan bukti apapun,1,,,,,,
"Plis lah, semenjak abis update, kok ini wa foto profilnya ga bisa di privat sih?? Udah di privat, tapi orang lain masih tetep bisa liat, gimana sihh.",2,,,,,,
Ok,5,,,,,,
👍👍,5,,,,,,
Nagoiba7w we we are the permalink di wilayah e we Will not go with what we want we want to search engine we are the permalink di dunia ini nentuin dulu di suntik vitamin dan mineral yang dibutuhkan untuk membaca dan mempelajari Al Quran dan hadits yang diriwayatkan oleh imam Ahmad bin Hambal di dunia ini nentuin dulu di suntik vitamin dan mineral yang dibutuhkan untuk membaca dan mempelajari Al Quran dan hadits yang diriwayatkan oleh imam Ahmad bin Hambal di dunia ini nentuin dulu di suntik vita,4,,,,,,
Kenapa aq chat kontak yg blum di safe keluar mulu,3,,,,,,
Kenapa skarang whatsap nambah gak jelas,1,,,,,,
Mendukung tim nas sepak bola Indonesia saya sugiyarni pendukung berat sepak bola,4,,,,,,
Mohon maaf ko kenapa wa saya tidak ada fitur terbarunya ya gimana ni,1,,,,,,
"aplikasi yang sungguh mendukung,sangat direkomendasikan,dan juga sangat di wajibkan untuk digunakan bagi semua kalangan.Fiturnyapun sangat mudah untuk di mengerti,mudah di pahami,fiturnya sahgat memuaskan,dan juga sangat membantu banget bagi semua para peminatnya/pemakainya.",5,,,,,,
Sangat suka,5,,,,,,
"Sangat mengecewakan update Skrang ne,sering gangguan vc kadang gak bisa pdhl jaringan bagus ,data unlimited internet",2,,,,,,
"Please maximize the duration of sending videos and update the supported formats to the latest formats, the image quality during video calls is not good and the sound is like a robot, and uploading photos is not optimal.",4,,,,,,
WA ini sangat bagus,5,,,,,,
Ya w aku gak bisa,5,,,,,,
"Tdk rmh , INI W HABIS RESTART WA EH ANALISIS NYA LAMA BANGET ANJIE [CRY] MANA PESAN DARI AYANG BEBEB BELUM W BALES [ANGRY] .G RMH BANGET BINTANG 1 KALO SY",1,,,,,,
"Saya sudah dua kali ganti hp baru tetep gak bisa masuk ke nomer saya,(memerlukan whastapp resmi)saya sudah instal whatsapp resmi tetap gak bisa apa yg terjadi tolong",5,,,,,,
kenapa wa saya ga ada fitur buat nge like sw,3,,,,,,
bagi saya aplikasi ini sangat bagus dan sunguh berguna,5,,,,,,
Nurafika,5,,,,,,
WhatsApp ini sdh ganti kartu krn jatuh dan rusak lcd tetapi WA hilang aplikasinya,5,,,,,,
RESOLUSI GAMBAR DAN VIDEO STATUS MASIH KURANG MASIH PECAH,1,,,,,,
Bagus dan bisa cet atau beri teraksi sama temanbaru iya jauh dant tidak susah dalas apapun itu,5,,,,,,
Bagus,5,,,,,,
Ko nomor saya selalu diblokir padahal ini udah wa resmi 😌,1,,,,,,
Smoga sht slalu,5,,,,,,
Aplikasi sangat bagus,5,,,,,,
Mengapa akun wa saya ga bisa masuk???,2,,,,,,
whatsapp kapan update emot jari kelingking dan jari manis?,1,,,,,,
Bagus banget🥳,5,,,,,,
Kenapa setelah di update tidak ad fitur love?,3,,,,,,
Ok,5,,,,,,
pake wa dari 2018 the bestt,5,,,,,,
bgus,5,,,,,,
Masih masa masa update kaya nya,5,,,,,,
skrng kadng ngga ada suara notif kalo yg sebelum nya sblum di upgret baik²aja semoga kedepan nya semakin lancar,3,,,,,,
kenapa ini wa gua kembali sendiri terus,2,,,,,,
saya sangat puas memakai aplikasi ini,5,,,,,,
"letak story.nya ga nyaman bangett, baguss sebelum di update.",3,,,,,,
"Semakin mantap bagian liat story sekarang udah kyk Instagram aja,tambahin lagi lah fitur menarik kalo bisa kita cari cewek cuma dengan nama tanpa harus ribet minta dan save Nomor cewek 😂😂",5,,,,,,
Oke,1,,,,,,
Mantaaap poko,5,,,,,,
Untuk pihak WhatsApp tolong di bantu kenapa nomor saya tidak bisa mendaftar whatsapp,1,,,,,,
Jelek,1,,,,,,
setiap daftar akun whatsap kenapa.selalu di blokir @ aneh banget,5,,,,,,
Botak tengah bagus,5,,,,,,
Tolong diperbaiki pihak WhatsApp kenapa saya tidak bisa menambahkan anggota keluarga saya ke grup selalu saja setiap saya menambahkan anggota keluarga saya selalu terkena ban spam,2,,,,,,
sampah,1,,,,,,
Menyenangkan,4,,,,,,
"tolong dibenerin lagi WhatsApp, masa saya bikin status udh lama masih 0 penoton, pas dibuka lagi baru kelihatan jumlah penonton nya tapi ternyata penonton itu udah beberapa jam yang lalu lihat status saya, tolong dibenerin selancar lancarnya makasih",5,,,,,,
Kenapa sering di spam wa sekrang ya,2,,,,,,
Sangat membantu aplikasi bagus,5,,,,,,
Jujur kurang nyaman dengan aps WA sekarang. Update story susah. Tampilan story jadi horizontal. Please BALIK LAGI ke WA sebelumnya 😢🙏🏼,2,,,,,,
👍🏻,5,,,,,,
Mantap,5,,,,,,
"Ya saya sudah menebak nya , kata nya berhadiah ya saya mau hadiah nya",3,,,,,,
siap,5,,,,,,
bgus,5,,,,,,
"Chat sering telat/delay tidak terkirim kalau tidak dibuka, sering error",1,,,,,,
Mantap sekali,5,,,,,,
Sangat sempurna 💯 Walaupun nggk punya pacar,5,,,,,,
Oke,5,,,,,,
Baik,5,,,,,,
Apaansi wa sering ke blok mulu tiap hari keblok setiap ganti nmr ke blok lagi padahal cuman jualan aj kok ke blok tolong perbaiki lah,2,,,,,,
good,5,,,,,,
keren sangat,5,,,,,,
Gampang terkena ban,1,,,,,,
24/03/23 : Bug dalam simpanaan 🌟 Stiker! 20/08/23 : Masih sama! 15/09/24: Bug dalam upload foto ke (Saya/Me) padahal backup drive masih cukup.,1,,,,,,
Kurang kurang kurang,3,,,,,,
Komonikasi,4,,,,,,
I🐻you>< kamu itu imut ><,5,,,,,,
Sangat cocok untuk semua orang dan bagus,5,,,,,,
Mantap,5,,,,,,
"kenapa akun saya di tangguhkan dua kali, padahal saya tidak melakukan apapun",1,,,,,,
Mantap,5,,,,,,
Istimewa,5,,,,,,
Tiba tiba kena spam,1,,,,,,
WhatsApp saya tidak bisa dibuka,1,,,,,,
Siip 👍,5,,,,,,
Good choice,5,,,,,,
sangat bagus,5,,,,,,
Kaprasada,1,,,,,,
"Sudah di-update malah pesan suara ada laporan tidak bisa merekam "" tidak dapat menyetel perekam sekarang, silahkan coba lagi nanti """,3,,,,,,
Sangat bagus,5,,,,,,
Tolong kalo update ke yg lebih Baru itu MB nya dikurangi lah. Kasian yang memo nya penuh kak🙏🙏🙏,5,,,,,,
kenapa whatsapp sya gk ada fitur like,5,,,,,,
Bagus,1,,,,,,
yg baru makin bagus,5,,,,,,
Durasi setatus terlalu pendek,5,,,,,,
bagus banget,1,,,,,,
Good,5,,,,,,
Untuk APK yang mantappp,5,,,,,,
udah diupdate tapi ga berubah,1,,,,,,
Ppiljooooio,2,,,,,,
Angel,5,,,,,,
Jelek,1,,,,,,
Kepada pihak developer diharap hapus saja fitur sekali lihat🗿,3,,,,,,
Bagus. Tapi punya saya belum updet,5,,,,,,
Whatsapp saya masih mode lama walaupun sudah di update..,2,,,,,,
Sangat sangat membatu,5,,,,,,
"Aplikasinya sangat jelek gak seperti dulu, yang dulu itu masih bisa di gunakan gak ada yg namanya tinjau2an, tolong dong perbaiki masalah di akun wa aku ini tolong 🙏🥺",1,,,,,,
Semoga setelah saya menggunakan wasap saya bisa menemukan jodoh yang tepat hehehehehe,5,,,,,,
bagus sekali yah,5,,,,,,
"ka kenapa sih akun kita bisa kena spam, padhl gk ada hal yg aneh aneh loh",1,,,,,,
"Knapa sih skrng story di android acak²an gak berurutan dari yg terbaru, malah ikut acak²an kaya otak ruwet",4,,,,,,
apk cacat maen blokir g jelas ganti no g bisa2 apk tolol,1,,,,,,
Abis update bkn nya makin bagus malah makin banyak bug nya 🗿,1,,,,,,
SangT bagus,5,,,,,,
Bagus,5,,,,,,
Bagus,5,,,,,,
sudah di update 3x tidak muncul fitur like story,5,,,,,,
Bagus,5,,,,,,
Good,5,,,,,,
"Kenapa whatsApp sekarang jadi banyak bug di tambah riwayat chat yang suka hilang tiba² mohon di perbaiki lagi ya, soalnya banyak hal penting yang ada di riwayat chat dan belum tersimpan",4,,,,,,
apk ini sangat membantu untuk membagi informasi pribadi,5,,,,,,
keren,5,,,,,,
So good,5,,,,,,
trims,5,,,,,,
Baik,5,,,,,,
Bagus,5,,,,,,
tolong dong kasi di WhatsApp aku ada fitur like punya aku gk ad mohon dibantu terimakasih,5,,,,,,
"Aplikasi resmi nya sendiri ajah di bilang gak resmi, gmna cara download yg lebih ori lagi selain dari AppStore ataw websitenya? Hadeh",1,,,,,,
gabisa vn,4,,,,,,
Sering kena spam padahal ga nga ngelanggar ketentuan.,1,,,,,,
Ok,5,,,,,,
Kenapa susah di dwondload,1,,,,,,
Yaa karna bgus,5,,,,,,
Kasih in tak whatsApp messenger,5,,,,,,
Mantap,5,,,,,,
Sangat ntap,3,,,,,,
Lama banget di install,4,,,,,,
Aplikasi wa sangat bagus .,5,,,,,,
tolong diperbaiki lagi supaya gak kena spam 😭,5,,,,,,
makin ga jelas ngelihat status teman,1,,,,,,
WhatsApp,5,,,,,,
Kok punya gua gk bisa buat kasih love ke sw temen yak? Gmana nih minn,4,,,,,,
"Apalah situs"" resmi gajelas",1,,,,,,
Baik,5,,,,,,
"Sekarang ga jls semakin vc sinyal leg dikit langsung patah """,1,,,,,,
Saya suka,3,,,,,,
"Buruk, kadang bagus kadang erorr",1,,,,,,
Baik sangat.,4,,,,,,
sgt banfaat,5,,,,,,
👍👍👍,5,,,,,,
Ok,5,,,,,,
Tidak bisa di dwoload,1,,,,,,
hariono,4,,,,,,
"ya sudah bagus, tapi kenapa wa ku nggaa bisa nge love story 😭😭😭",5,,,,,,
Knpa gak bisa buat salurannn padahal pengen bangett,5,,,,,,
Sell kena spam sbnry ada apa ya?,2,,,,,,
Bagus,4,,,,,,
Tampilan status nya kok berubah sendiri bisa kemabi lagi seperti sebelum nya ga enak di lihat nya,3,,,,,,
"Sekarang repot, kirim story juga malah lama",1,,,,,,
Bagus seru dan aesthetic,4,,,,,,
Adinda putri,1,,,,,,
Good,5,,,,,,
Ngentod,1,,,,,,
mantap,5,,,,,,
Good,5,,,,,,
ok,5,,,,,,
Bisa cet ayang,5,,,,,,
Sangat puas,5,,,,,,
Setelah di perbarui status langsung ngacak,1,,,,,,
Setelah update saat ini tidak bisa untuk di telpn,1,,,,,,
Good,5,,,,,,
ok,5,,,,,,
Mudah lebih lengkap aplikasi ini,4,,,,,,
Jossssss,5,,,,,,
"Halo admin WhatsApp saya mohon buka kembali akun WhatsApp saya karena saya tidak melakukan spam saat ini kemungkinan akun WhatsApp saya sedang di retas oleh orang tidak bertanggung jawab,dan melakukan pelanggaran saya mohon untuk membuka kembali akun WhatsApp saya agar bisa di gunakan kembali karena ada semua data yang sangat penting. Terima Kasih",5,,,,,,
Well,5,,,,,,
udh ga ada peringatan terputus kalo lagi telpon. tau2 mati. mana pas liat telponnya ketutup tulisan enkripsi end to end lagi,1,,,,,,
"kenapa ya akhir akhir ini wa sering banget lag, padahal sinyal bagus. dan apk lain juga baik baik ada ga ada lag, tapi kenapa cuman wa saja yang lag ya?? aku nyampe hapus, instal, hapus, instal terus berkali kali karena wa lag, dan aku juga udah bersihin penyimpanan berkali kali tapi tetap saja lag, tolong ya..",1,,,,,,
KENAPA SI KO D AKU GADA FITUR KEA SALURAN ATO LIKE STORY NYA GTUU PLS PGN BGT??? PDHL UDA KU UPDATE TERUS,1,,,,,,
Ok,5,,,,,,
Sangat baik,5,,,,,,
Ganguan,5,,,,,,
Terbaik,5,,,,,,
"Setelah di update , tampilan story kagak enak untuk dilihat",5,,,,,,
Tolong hapus fitur yang bisa blokir aku tf uang pada orang Lalu orang itu blokir no aku tolong hilangnya fitur blokir semoga di di hapus,1,,,,,,
"aplikasi nya dulu baik baik aja tapi sekarang udah mulai banyak bug nya, bikin story aja lama bahkan hampir ga bisa, tolong ya kembalikan whatsApp seperti semula",1,,,,,,
"Story wa sudah lumayan bagus sampai 1 menit, tapi tolong kompres video di story wa jangan terlalu berlebihan karena akan mengakibatkan konten terlihat burik atau jelek karena konten menjadi tidak hd. tolong sistem kompres video dan fotonya ikuti seperti di sistem instagram, karena sudah satu induk dengan Instagram tolong mesin di sistem kompres video dan foto ikuti seperti di instagram, jika sudah seperti di instagram saya akan memberikan ulasan bintang 5",3,,,,,,
tidak ada fitur like ah di saya,2,,,,,,
Sangat bagus dan lancar,5,,,,,,
Setiap x hp mati watsap harus di donlot lgi trus no nomor orang pda ilang kalo gak langsung di donlot heran,4,,,,,,
Wa skarang ko hampir setiap bulan harus apdet knpa sih,1,,,,,,
Cinta,1,,,,,,
"akun saya terus menerus diblokir, padahal nga pernah melakukan spam.",1,,,,,,
Baik,5,,,,,,
Mantap,2,,,,,,
WhatsApp ga jelas sumpah,1,,,,,,
"wa nya kok gak bisa kebuka,ada bacaan aplikasi wa telah berhenti,gmn cara mengatasi nya plis",1,,,,,,
Ok,5,,,,,,
Lancar,5,,,,,,
Akun selalu kena blokir padahal tidak melakukan kesalahan apah pun aneh,1,,,,,,
Memuaskan,5,,,,,,
Bagus,1,,,,,,
kenapa sampe sekarang wa aku belum bisa like story? 😓 gaada tombol update nya juga,4,,,,,,
Format WhatsApp tidak dapat di akses,1,,,,,,
Sinyal ok,2,,,,,,
Aplikasi nya sangat bagus saya sangat menyukai nya ☺,5,,,,,,
Memper mudah berkomunikasi dengan keluarga dan saudara,5,,,,,,
"Saya bukan spam yg aneh aneh kok, saya pekerja kurir, tapi kok kena laporan terus",1,,,,,,
bagus.,5,,,,,,
Kenapa vn suara kita gak masuk yaa,1,,,,,,
Baguss,5,,,,,,
"Sangat manfaat untuk komunikasi, informasi dan berbagai ilmu yang berkwalitas",5,,,,,,
"I like it but ,tambahin kiriman nya dari yang 5 jadi 100 aku butuh banget yang setuju like",5,,,,,,
Bagus,5,,,,,,
kembalikan status yg berurutan seperti dulu lagi. yang baru saja di atas dstnya. saya kasi bintang 1. kalau udh kembali. saya beri bintang 5 lagi,1,,,,,,
bagus,5,,,,,,
Saya tidak pernah melakukan spam di blok,3,,,,,,
"Min, menurut gua mending hapus fitur like, gua ngelike foto cwe malah dikira gua buaya anjirr padahal gua cma like"" doang 🗿🗿",3,,,,,,
Ra bisa di download Pimensih edan sg gawe whatsaap,5,,,,,,
Semakin buruk,1,,,,,,
Biangg,5,,,,,,
"Уважаемой вечеринке в WhatsApp Марку Цургбергу, пожалуйста, обновите приложение/систему на его WhatsApp, не забаните, немного забанили, время, когда я добавил своих друзей в школьную группу, было забанено, пожалуйста, обновите собаку. Я разочарован",1,,,,,,
